order,freq,single.sided.magnitude
1,0.0,11030.0
2,0.6896551724137931,1463.0687169699859
3,1.3793103448275863,2247.502374586632
4,2.0689655172413794,1379.7910487011002
5,2.7586206896551726,1259.6542423375472
6,3.4482758620689657,818.0667567638292
7,4.137931034482759,294.3903978963786
8,4.827586206896552,407.05079018407844
9,5.517241379310345,397.0495022848641
10,6.206896551724138,210.9183695090687
11,6.8965517241379315,303.2253045099807
12,7.586206896551724,345.9899278771047
13,8.275862068965518,182.8186785811048
14,8.965517241379311,313.6846271232926
15,9.655172413793103,386.07740029405943
16,10.344827586206897,174.4244566965098
17,11.03448275862069,104.27411942754098
18,11.724137931034484,198.20417220816378
19,12.413793103448276,109.70444719307812
20,13.10344827586207,179.57675350194603
21,13.793103448275863,314.73772763679136
22,14.482758620689655,255.46216410593124
23,15.172413793103448,128.25564836444073
24,15.862068965517242,124.83098826616201
25,16.551724137931036,81.89717115221274
26,17.24137931034483,72.23833200649369
27,17.931034482758623,164.25272957818038
28,18.620689655172413,177.44500006799456
29,19.310344827586206,132.97603818279904
30,20.0,98.00000000000001
31,20.689655172413794,132.97603818279904
32,21.379310344827587,177.44500006799458
33,22.06896551724138,164.25272957818038
34,22.758620689655174,72.23833200649364
35,23.448275862068968,81.89717115221274
36,24.137931034482758,124.83098826616195
37,24.82758620689655,128.25564836444073
38,25.517241379310345,255.46216410593124
39,26.20689655172414,314.73772763679136
40,26.896551724137932,179.576753501946
41,27.586206896551726,109.70444719307812
42,28.27586206896552,198.2041722081638
43,28.96551724137931,104.27411942754098
44,29.655172413793103,174.42445669650976
45,30.344827586206897,386.07740029405943
46,31.03448275862069,313.6846271232926
47,31.724137931034484,182.8186785811048
48,32.41379310344828,345.98992787710466
49,33.10344827586207,303.2253045099807
50,33.793103448275865,210.91836950906855
51,34.48275862068966,397.0495022848641
52,35.17241379310345,407.05079018407844
53,35.862068965517246,294.3903978963786
54,36.55172413793104,818.0667567638292
55,37.241379310344826,1259.6542423375472
56,37.93103448275862,1379.7910487011002
57,38.62068965517241,2247.502374586632
